Gene	BJ(Fibroblast)	BJ-OKS-iM#2	BJ-OKS-iM#21	BJ-OKS-iG#2	BJ-OKS-iG#5	HUES9
AKIRIN2	148.2333333	80.37878788	140.6666667	97.16666667	57.16666667	95
AKNA	25.67142857	32	36	31.11111111	22	25
AKNAD1	167.3330952	66.80401968	82.48172891	55.54817744	41.33853456	64.51384832
AKR1A1	1982.862321	2494.755191	2306.763585	1649.937824	1201.601754	2107.326395
AKR1B1	20.01666666	16.33333333	14	8.166666667	8.066666667	13
AKR1B10	20.56065323	13.60553788	16.40479423	8.158946608	8.097869674	10.56500664
AKR1B15	0	0	0	0	0	0
AKR1C1	3.666666666	0	3	1	0	2
AKR1C2	101.9709359	35.14214055	40.54478263	33.29652831	31.56009152	40.36124009
AKR1C3	8.333333333	18	13	18	10	5
AKR1C4	0.333333333	0	0	0	0	0
AKR1CL1	0	0	0	0	0	0
AKR1D1	10.38962454	6.11109136	3.148787878	7.852147543	4.849193261	4.842260062
AKR1E2	4.5	0.666666667	0.6	1.5	0	0.5
AKR7A2	58.49285714	26.83333333	14.41666667	16.78333333	17.25	20.16666667
AKR7A3	14.56168839	11.89127589	9.682791623	9.572014656	6.499437072	7.466927461
AKR7L	19.09507937	10.95079365	10.80952381	7.757142857	4.614285715	9.808008658
AKT1	184.29688	25.4759751	32.41526757	21.79220779	10.84505495	19.44423116
AKT1S1	106	25	24	15	13	29.3
AKT2	160.7857207	75.81153013	91.86103839	60.81076944	34.53909841	77.17079448
AKT3	51	4	14	3	3	7
AKTIP	4	2	8	3	2	1
ALAD	33.82698413	4.654761904	4	5.5	4.333333333	4.5
ALAS1	44	45	39	41	24	25
ALAS2	22.22142857	6.8	6.028571429	1.367965368	2.041666666	3.033333333
ALB	12.48214286	6.071428572	8.539285714	4.071428572	5.761904762	1.047619048
ALCAM	1492.361111	363	371.3428571	249	180.6916667	123.1
ALDH16A1	38	44	41	27	17	34
ALDH18A1	52	40	29	30	13	30
ALDH1A1	1352.75	10.5	12.61111111	7.75	6.5	8.166666666
ALDH1A2	14.25	0	0.4	1.15	0	0
ALDH1A3	11.28333333	17.4	14.5625	14.53333333	15.6	14
ALDH1B1	220.7063492	187.6283069	219.8864469	128.5579365	115.531746	142.4920635
ALDH1L1	1	0	0	0	0	0
ALDH1L2	33.2	18.5	10.15384615	7.333333333	3.2	1.222222222
ALDH2	750.1438842	553.5675353	636.4892641	465.7725684	310.1212266	520.6025766
ALDH3A1	10.55	5.9	10.65	7	8.15	2
ALDH3A2	136.0196377	234.5831936	237.8148923	195.8422022	98.19842739	152.3300452
ALDH3B1	477.1229426	72.54385823	69.23615674	61.74591483	49.76860903	57.52547161
ALDH3B2	0	0	0	0	0	1
ALDH4A1	626.5178572	281.3	276.1642857	158.6357143	153.5285714	221.1142857
ALDH5A1	41.37390376	28.77829852	28.1041628	13.18799703	18.83571429	20.70891862
ALDH6A1	16.11111111	12.59090909	24.11111111	20.61428571	12	11.11111111
ALDH7A1	1933.959102	1446.800311	2164.514099	1637.080685	683.7041666	1346.079636
ALDH8A1	11.4170618	11.17913753	9.589773952	13.46078089	8.84014319	11.93756733
ALDH9A1	282.2272146	192.5831349	152.2016807	145.4896825	86.88888889	138.1970238
ALDOA	1763.957941	915.4907957	671.9583972	516.3886114	449.221227	558.8929303
ALDOB	0	0	0	0	0	0
ALDOC	53	51	37	17	18	43
ALG1	195.3134267	407.0554561	405.6365417	312.3295146	232.4459436	385.2090603
ALG10	12.125	15.625	5.125	4	4	5.325
ALG10B	13.65833333	9.416666667	18.5	8.416666667	5.125	11.225
ALG11	53.27220612	41.49014868	32.92808081	37.85372295	16.76347574	24.22687086
ALG12	110	70	96	79	31	48
ALG13	59.00514508	47.82004738	42.28571428	41.86855005	25.52777778	44.00636618
ALG14	11	7	3	4	2	3
ALG1L	24.4226874	12.60778841	10.9426369	12.65793651	7.253748006	15.24949495
ALG1L2	0	0.333333333	0.25	0.866666666	1.4	0.733333333
ALG2	17	7	10	8	1	5
ALG3	340	187	202	132	127	197
ALG5	84.5	33	27	21	15	12
ALG6	153	340	256	255	142	233
ALG8	68	76	67	57	50	50
ALG9	17.59893048	6	8.779577532	6	6.2	9
ALK	0	0	0	0	0	0
ALKBH1	0	2	8	4	2	4
ALKBH2	62	30	41	19	17	24
ALKBH3	18	2	6	9	8	3
ALKBH4	106.4490843	60.50490102	64.58960042	54.39133353	30.7369986	64.98830265
ALKBH5	145.7261905	98.64285714	80	51.75	52.05	61.25
ALKBH6	195.4636927	84.96111111	68.74279994	53.11639928	46.56666666	55.40757575
ALKBH7	229	274	314	219	157	258
ALKBH8	114.9	144.2555556	134.75	138.3333333	61	84.61666667
ALLC	14.367244	4.727484118	4.777862498	4.039529573	3.572594832	2.950745559
ALMS1	13.5	23	24.5	33.5	18.5	20.5
ALMS1P	15.26125356	13.39070048	7.719780219	9.671717171	6	8.116666667
ALOX12	0	6	6	4	2	5.5
ALOX12B	10.5	4	2	2	2.5	11
ALOX12P2	1	0	3	3	0	4
ALOX15	21.09344848	11.55197901	23.28709251	13.28644563	13.49098389	11.69122247
ALOX15B	30.13391744	21.45800588	16.74692513	9.365892702	9.565346929	19.46313726
ALOX5	3.166666667	3.583333333	1.583333334	0.458333333	0.75	2.25
ALOX5AP	0	0	0	0	0	0
ALOXE3	2	0.2	2.020512821	0.333333333	1.166666667	0.5
ALPI	0	0	0	0.333333333	0.666666667	0
ALPK1	80.67403783	45.32329375	47.96426221	35.01340866	23.24569108	44.79076333
ALPK2	191	2	2	2	1	1
ALPK3	19.72226925	15.58011696	19.54449255	26.7193724	9.466931217	15.08552704
ALPL	25	82	100	91	53	86
ALPP	2.829814119	5.00880041	1.894668737	3.116519854	3.165079365	3.163762625
ALPPL2	2	6	1	5.333333333	3.666666667	5
ALS2	24.45331197	10.43095238	8.833333334	8.576923077	5.5	5
ALS2CL	21.68021035	17.15571982	15.69890757	18.06061654	6.953634898	17.76564318
ALS2CR11	30.35834491	10.23302039	8.760357143	13.70403163	5.859761949	4.957942058
ALS2CR12	3	0	0	0	0	0
ALS2CR4	304	108	93	102	45	95
ALS2CR8	14.59555804	18.67066983	11.41352896	11.87466782	10.06291486	14.97677857
ALX1	14.79622346	2.369376458	6.760222925	7.105303181	4.892002443	2.58522162
ALX3	0	0	0	0	0	0
ALX4	15	0	0	0	0	0
AMAC1	1.833333333	0	1	0	0	0.5
AMAC1L2	0.833333333	0	0	0	0	0.5
AMAC1L3	0.333333333	0	0	0	0	0
AMACR	77.94880952	46.25980392	29.80333333	26.14166666	22.08333333	32.64431818
AMBN	26.18113279	6.287766527	4.324674107	3.520880924	2.06432764	4.811382998
AMBP	1.75	1.333333333	1	2.5	5	4
AMBRA1	17.5	22.75	17.26666667	19.5	12.5	11
AMD1	247.6666667	264	236	224	170	188
AMDHD1	0	0	0	0	0	0
AMDHD2	12.24920635	4.692857143	3.166666667	4	2.471428571	3.5
AMELX	0	1.5	0	0	0	0
AMELY	0	0.5	0	0	0	0
AMFR	37	4	5	12	6	8
AMH	14.43343825	19.2480355	9.748504477	9.778051939	10.81873079	6.232119473
AMHR2	0	0	0	0	0	0
AMICA1	0	0	0	1	0	0
AMIGO1	339.8502143	18.46464132	14.80280744	10.25960245	10.96898382	10.08718096
AMIGO2	475.732448	10.34457216	23.31177051	15.46548649	9.382422164	9.922381865
AMIGO3	25.04392214	11.38737773	12.74475208	7.432872418	3.903731044	9.460380303
AMMECR1	193.2894931	120.4085882	107.0821356	91.04286457	66.62099778	187.4084434
AMMECR1L	30.0748272	9.163136033	7.941468718	9.279554762	5.535052197	9.636356973
AMN	1.722222222	3.166666666	0.722222222	0	0.083333333	2
AMN1	4	10	6	5	8	12
AMOT	5	6	5	4	4	7
AMOTL1	179.758584	78.25	94.44444444	43.07692308	37.33333333	58.20833333
AMOTL2	1753	544	541	358	324	174
AMPD1	61.51100832	36.12525186	43.28809644	40.09883732	28.54089575	28.31085496
AMPD2	148.1893131	37.97228163	44.77021922	28.36192683	20.37516998	27.70013016
AMPD3	13	1.058823529	1.125	4	0	0
AMPH	37.66666667	20	12	8.666666667	4	12.66666667
AMT	156	295	294	248	158	370
AMTN	23.60002552	16.18800901	10.20909507	13.23985948	9.346858975	11.43717741
AMY1A	679.9666667	282.05	443.9666667	291.5666666	158.3833333	161.55
AMY1B	679.8	282.05	443.9666667	291.5666666	158.3833333	161.55
AMY1C	679.8	282.05	443.9666667	291.5666666	158.3833333	161.55
AMY2A	39.70356211	18.21464133	21.53456168	12.56705413	10.67467446	17.15487528
AMY2B	16.41636268	20.29507135	27.09390542	25.44328452	18.66155138	18.15327055
AMZ1	16.00757306	14.16848313	8.724767608	13.13709881	3.343471235	9.334822896
AMZ2	81	77.14285715	69.00000001	59.00000001	25.85714286	28.85714286
AMZ2P1	13	12.85714286	11	8.999999999	4.142857144	6.142857143
ANAPC1	81.54673383	77.84166666	59.44832113	39.8095238	28.24957265	51.8092033
ANAPC10	8.703069561	7.380952381	4.40952381	1.576190476	4.333333333	1.142857143
ANAPC11	86	60	64	57	30	54
ANAPC13	64	23	14	10	13	9
ANAPC16	234.8076539	128.8595908	126.1032561	94.05633696	70.02966195	103.9741868
ANAPC2	107.414762	33.03059005	42.23108771	27.04998903	24.61794928	20.56662044
ANAPC4	35.41889332	21.48032868	15.61814788	20.36334438	9.428388001	11.37905187
ANAPC5	50.7004329	44.27080327	71.60284062	40.61219654	18.40384615	45.60047077
ANAPC7	133.7518991	136.9516205	117.6804985	91.30059432	62.21353811	144.9768807
ANG	8	1	3	1	4	6
ANGEL1	30.70614774	17.06263736	11.66233766	16.36267344	12.11898657	18.82652625
ANGEL2	24.70263158	18.85501165	20.95952381	16.325	10.13333333	19.60277778
ANGPT1	420	10	22	4	4	2
ANGPT2	22.63725987	12.6801647	13.76686426	15.49042514	10.01736824	12.14483096
ANGPT4	46.88253317	15.3384578	17.85087859	19.13909397	15.32421347	24.90190269
ANGPTL1	1	0	0	1	1	0
ANGPTL2	86	8	7	11	5	3
ANGPTL3	0	0	0	0	0	0
ANGPTL4	64.56704784	34.92363744	33.24897189	20.85075202	20.07303536	32.49116923
ANGPTL5	0	0	0	0	0	0
ANGPTL6	0	0	0	0	0	0
ANGPTL7	2.1372336	0.43452381	0.753113553	1.243589744	0.262776507	0.540909091
ANK1	221.6867725	67.41855922	59.30402931	49.18731595	40.31408591	44.6017316
ANK2	13	19	19	17	8	13
ANK3	14	35	53	45	22	42
ANKAR	38.8353215	20.50571405	22.75041222	10.409993	14.04756453	16.48375546
ANKDD1A	2.142857143	4.142857143	4	2.285714286	1	0
ANKFN1	0	0	0	0	0	0
ANKFY1	70.59090909	49.68181818	53.93506493	53.25	25.29090909	51.18181818
ANKH	81.98046834	32.78615312	24.92031708	25.89502467	20.09406539	31.24701093
ANKHD1	89.78940832	124.6655243	156.0525035	107.2751152	55.93861854	113.6827483
ANKHD1-EIF4EBP3	59.33333333	53.89285714	63.33333334	41.61666667	28.18333333	32.68333333
ANKIB1	431.3333333	236	244	206	131	172
ANKK1	0.3	0.5	0.155555556	0.394444444	0.090909091	0.142857143
ANKLE1	10.44992132	9.403113554	12.1342055	9.411330174	6.61653665	8.109412809
ANKLE2	69.38531598	43.31840158	55.90459382	24.89194176	21.72206174	31.50571274
ANKMY1	1	0	0	0	0	0
ANKMY2	111	55	48	34	16	41
ANKRA2	122	29	71	41	17	42
ANKRD1	104.0285304	193.4138889	133.6464286	23.6797619	12.59087302	39.69761905
ANKRD10	2	1	4	3	2	2
ANKRD11	2110.555947	1711.633568	1951.724063	1309.605314	894.4614936	1069.897734
ANKRD12	2720.095005	1786.569835	1987.323467	1366.238645	834.970716	1431.414236
ANKRD13A	522	61	46	36	21	44
ANKRD13B	26.02236847	40.50147182	41.52055897	15.87894328	22.25306939	39.43609
ANKRD13C	52	35	35	30	19	24
ANKRD13D	47	21	21	20	14	16
ANKRD16	139.5891468	108.7952885	122.8804661	90.78111641	75.40229337	101.0252261
ANKRD17	106.5888889	101	102.4777778	76.53333333	62.36666666	58
ANKRD18A	120.0391398	396.4701016	442.2000361	493.7089702	261.4453463	293.3238245
ANKRD19	0.5	8	4.5	5	0	5
ANKRD2	52.20412603	20.11296997	33.25102636	14.90525844	23.46659835	7.243163842
ANKRD20A1	3.066666667	1.433333333	3.61904762	2.90952381	3.183333334	2.276190476
ANKRD20A2	3.066666667	1.433333333	3.61904762	2.90952381	3.183333334	2.276190476
ANKRD20A3	3.066666667	1.433333333	3.61904762	2.90952381	3.183333334	2.276190476
ANKRD20A4	3.066666667	0.933333334	3.333333334	2.766666667	2.35	2.276190476
ANKRD20B	3.066666667	10.6	11.11904762	10.90952381	7.933333334	6.276190476
ANKRD22	24.75985022	12.26008735	16.76757716	9.875897872	9.51247853	14.19055985
ANKRD23	0	1	0	0	0	1
ANKRD24	59	212	280	135	120	135
ANKRD26	648.286681	548.9288391	514.1741393	456.2823304	257.0993055	262.6201418
ANKRD26P1	110.9289683	8.461111112	7.633333333	5.953968254	3.113888889	1.155555555
ANKRD27	40	47	43	48	22	32
ANKRD28	29.0952381	23	17	23.04761905	8.047619048	17
ANKRD29	18.58333333	3.5	2.80952381	0.25	0.111111111	2.111111111
ANKRD30A	0.5	0	1.166666667	1	0.5	0
ANKRD30B	0.5	0	0.5	1	0	0
ANKRD30BL	0	1	0	0	0	1
ANKRD30BP2	32.97228792	17.4396442	16.40304033	17.46575954	11.25287923	14.87122927
ANKRD31	3	3	3	5	0	0
ANKRD32	30	49	71	57	27	44
ANKRD33	0	0	0	0	0	2
ANKRD33B	8	28	23	17	15	5
ANKRD34A	268	3	2	0	4	2
ANKRD34B	3.953602527	1.780555556	1.527777778	3.978927203	1.68452381	7.480158731
ANKRD34C	27.06944445	15.93650794	15.6984127	13	7.259523809	5.861111111
ANKRD35	34	18	17	17	11	21
ANKRD36	244.2482504	143.900843	149.4613456	140.7056818	84.43840742	105.7957543
ANKRD36B	236.7411939	144.0605229	160.1383911	147.2864289	82.17715462	102.88507
ANKRD36BP1	57.32086313	31.38590433	48.02283799	36.98527817	20.21933076	34.80151337
ANKRD37	15	1	3	1	5	2
ANKRD39	351.631716	320.6861849	322.9086997	291.4471127	200.1654613	247.4954792
ANKRD40	16.34980237	36.47981366	32.39584667	18.26406926	8.654589372	27.40177552
ANKRD42	15.13743103	1.858802309	3.380494506	0.118055556	1.05	7.395454545
ANKRD43	4.25	2	1	0	0	5.25
ANKRD44	1	0	2	0	0	0
ANKRD45	20.46763416	13.89821519	13.95708217	19.895318	10.73607765	21.03444513
ANKRD46	30.68523045	26.1577381	32.32385677	13.2306184	9.7625	24.51645659
ANKRD49	55.28259509	36.21650433	33.0772367	29.82170329	14.97354497	31.13305172
ANKRD5	1161.037937	723.7222222	710.15	275.9523809	341.25	1007.65
ANKRD50	63	36	44	26	15	32
ANKRD52	181	26	28	28	23	37
ANKRD53	10	3	1	1	3	8
ANKRD54	147.3085523	64.86465088	58.50286621	41.55424379	22.97500636	34.71678225
ANKRD55	1.633333333	0.2	0	0.1	0	0.058823529
ANKRD56	0	0	0	0	0	2
ANKRD57	57.26082861	24.71493308	19.82657621	17.91889486	16.76167562	21.02884006
ANKRD58	4.1	10.2	8.333333333	11.1	7	9
ANKRD6	1.2	5	3	7	2	2.166666667
ANKRD7	0	1	0	1	0	1
ANKRD9	8	4	2	4	2	11
ANKS1A	47.2202381	63.06666667	48.5	39.69047619	19.04761905	56
ANKS1B	85.19814842	77.27049683	84.84792711	81.99082066	46.32091588	43.38290496
ANKS3	47	18	25	20.16666667	8.058823529	16.04761905
ANKS4B	0.433333333	0.458333333	0.21978022	0.333333333	0.521367521	1.111111111
ANKS6	12	10	14	8	6	11
ANKZF1	41	88	61	50	43	39
ANLN	1581.72664	1080.247619	1533.335965	836.3292207	479.8860805	530.1692641
ANO1	1	3	6	15	6	2
ANO10	225	67	74	36	29	57
ANO2	4.289785788	8.257575757	5.015151515	1.458725183	4.583333334	4.333766234
ANO3	6	0	0	0	0	0
ANO4	10.97546147	5.892857142	2.902777778	2.761111111	2.476190476	2.41978022
ANO5	0	6	5	4	3	5
ANO6	260.2533901	93.2502664	91.97847322	68.51459457	61.30347162	63.9552753
ANO7	14.50633478	7.261500489	9.33	2.432429792	2.429572649	5.360286935
ANO8	143.7881896	108.5664889	96.0780006	63.86666667	27.62745098	91.09041514
ANO9	2	11	7	8	7	1
ANP32A	240.8333333	520.6428572	443.1666666	318.9166667	184.5	337.5833333
ANP32B	1614.333333	1516.833333	1455.233333	916.3333333	543	1030
ANP32C	0.333333333	2.833333334	1.5	1	0.666666667	0.999999999
ANP32D	0	0.5	0.5	0	0	0.333333333
ANP32E	97.80357143	282.6200549	260.7365384	189.0247253	104.6071429	109.2257692
ANPEP	78.85763345	29.06640914	25.91654465	23.83339831	9.499258323	15.64854936
ANTXR1	2411.062756	129.0342926	138.2634813	116.0941752	81.0371624	101.0013973
ANTXR2	261.5039682	29.31428571	31.70238095	22.60833333	16	33.66666666
ANTXRL	0	0	0	0	0	0
ANUBL1	6	5	3	2	4	4
ANXA1	347	94	103	85	49	7
ANXA10	0	0	0	1	1	1
ANXA11	651	118	126	72	53	76
ANXA13	0.666666667	1.333333333	4.000000001	2.333333333	0	0.666666667
ANXA2	513.3809524	166.4047619	120.7019608	64.47619048	54.38095239	31.37142857
ANXA2P1	82.92857143	27.57619048	20.9	10.48571429	8.995238096	6.342857143
ANXA2P2	30.75549451	25.91567461	42.28396464	21.1107684	18.36948052	34.66988518
ANXA2P3	81.72857143	24.6095238	19.5	9.419047619	8.928571429	6.40952381
ANXA3	18.02197682	47	51.25625	35.32692308	28.31576797	21.91666667
ANXA4	41.41666666	8.116666667	15.91666667	8.25	3.125	5.991666666
ANXA5	1302.337733	363.6178744	375.5100783	292.8711716	171.0208297	191.7588613
ANXA6	990	171	226	131	128	158
ANXA7	18	7	11	4	4	5
ANXA8	9.868549907	4.261249675	3.368199768	2.418002148	2.58960865	3.263011066
ANXA8L1	0.333333333	0	0	0	0	0
ANXA8L2	9.868549907	4.261249675	3.368199768	2.418002148	2.58960865	3.263011066
ANXA9	10.66025641	12.94166667	8.051923077	3.783333333	6.557575757	6.183766234
AOAH	0	1	0	0	0	0
AOC2	17.14285714	5.119047619	6.5	4.638095238	4.785714286	9.967532468
AOC3	0	1	1	0	0	0
AOX1	39.13596491	4.513227513	4.532258065	3.392857143	4.032258065	8.032258065
AOX2P	1.521428571	1.1375	3.204761904	3.392399267	0.575	0.316666667
AP1AR	26	14	21	20	4	7
AP1B1	161.8	136.6	113.7	77.75	58.95	76.15
AP1G1	97	39	42	40	30	53
AP1G2	155	197	184	106	103	144
AP1M1	29.73333333	9.952380953	7.833333333	13.16666667	5	6.5
AP1M2	91	305	277	209	122	252
AP1S1	54	21	30	10	11	19
AP1S2	48	21.5	16	10	15	16
AP1S3	64.90577354	45.65464866	44.77631503	53.86170335	26.06233962	58.85829846
AP2A1	137	63	57	38	22	30
AP2A2	24	13	14	7	4	9
AP2B1	2165.4	1838	1674	1072	956	1079
AP2M1	222.3957876	157.2222222	92.88333334	63.78571429	57.75	84.77142857
AP2S1	196	48	75	59	31	29
AP3B1	139.7999708	107.1702213	104.8887184	74.7194875	51.47515513	67.70742978
AP3B2	28.13113704	36.25312713	36.62982554	26.10433179	14.47977485	24.64726381
AP3D1	3048	1789	1843	1538	977	1780
AP3M1	30.42057273	22.9161901	22.24394217	17.00096097	9.875241219	6.86815015
AP3M2	26	11	9	6	4	9
AP3S1	750.7440581	263.7176281	293.6428197	245.978384	146.4373255	228.1220312
AP3S2	149.4427293	81.14700702	101.6884858	52.93389237	58.20168223	57.48855062
AP4B1	2	1	1	1	1	2
AP4E1	12.08333333	2.066666667	5.125	2	3	0.058823529
AP4M1	3	5.5	5.5	3	5	8.333333333
AP4S1	60.54987538	33.12560932	43.65303956	34.35902302	31.27601044	37.03852587
APAF1	12.51931606	13.54093567	32.04411765	23.90277778	16.26190476	15.45454546
APBA1	15.11666667	3.666666667	3.783333333	3.95	3.342857143	2.874145299
APBA2	24	21	15	20	14	14
APBA3	14	15	13	4	6	14
APBB1	33	13.66666667	13.33333333	7.5	14	9.333333333
APBB1IP	131.3050545	2.256168832	0.569520638	1.412698412	0.44449113	2.685839372
APBB2	240.4001	81.641146	104.0402635	74.07257832	62.02185305	65.76829476
APBB3	3	0	2	4	2	1
APC	179	89	115	78	47	65
APC2	0	0	0	0	0	0
APCDD1	14.5	0.5	0	3.5	0.25	0.366666667
APCDD1L	6	1	1	0	0	1
APCS	42.0015086	15.66924546	15.74319639	16.86535875	10.41496739	18.55152972
APEH	32.72619047	33.33333333	27	23	18	35
APEX1	407.3073075	465.1258153	402.8468181	331.202381	209.2121212	339.4492064
APEX2	11	6	8	5	3	3
APH1A	138.3282001	84.61430623	55.85564931	45.58420781	25.32889333	52.54499149
APH1B	16	3	2	6	0	2
API5	82	71	61	75	26	54
APIP	91	77	85	74	47	70
APITD1	60.99999999	43.33333333	68	51.66666667	39.00000001	29.66666667
APLF	25.15	11.58333333	13.53333333	8	9.583333333	10.5
APLN	2	0	3	0	0	3
APLNR	61.46761965	17.99017051	21.16854067	17.92739491	11.12384361	16.51609446
APLP1	11	2	1	1	1	2
APLP2	3547.625	955.2023809	1303.916667	960.8333333	591.3690476	852.4583333
APOA1	2	0	1	0	0	0
APOA1BP	60	54	37	24	19	40
APOA2	0	0	0	0	0	3
APOA4	0	0	0	0	0	0
APOA5	16.99613166	3.896060313	7.348607928	9.275157033	3.000373483	5.502169726
APOB	0	1	1	3	0	0
APOB48R	2.083375421	3.214906832	2.945754171	3.142156863	1.783705183	2.683333334
APOBEC1	1.791666666	3.9	1.616666667	1.5	1	1.45952381
APOBEC2	0	0	0	0	0	0
APOBEC3A	5.291540404	0.597222223	2.45436508	4.026598402	1.566666667	2.490605636
APOBEC3B	3.166666666	0	1.5	0	0.5	0.833333333
APOBEC3C	273.8194279	137.4293924	146.8547694	122.2820254	95.89716473	104.1337794
APOBEC3D	19.59691877	13.21557422	24.92460317	19.27619048	8.733333333	27.8031857
APOBEC3F	817.0094137	102.2151515	153.3762569	135.6010804	62.58149351	134.3160737
APOBEC3G	2	0	0	1	0	2
APOBEC3H	37.25048848	30.85883654	32.75763134	24.35924249	18.7293481	25.31333351
APOBEC4	2	0	0	0	0	0
APOC1	42.25	65.75	79.75	80.5	58.5	54.75
APOC1P1	14.90530344	28.53614719	22.93242868	17.35793651	12.02095903	14.30555556
APOC2	20.80154032	6.929050485	7.228704964	3.70045593	2.413570401	5.328762561
APOC3	0	0	0	0	0	0
APOC4	0.895675464	0.225490196	0.233333334	0.36025641	0	0.603703704
APOD	40	1.272727273	2.2	3	0	1.143589744
APOE	132.8435448	255.216778	254.6816379	173.9561193	135.5997326	218.8377409
APOF	29.33153577	16.44990198	30.63376503	18.70883482	9.425939268	10.47471983
APOH	0	0	0	0	0	0
APOL1	60.90393392	25.56011169	28.6156199	27.99498668	20.32694903	25.44056324
APOL2	137.702381	36.28339798	24.66666667	26.36904762	12.5	46.97619048
APOL3	336.7798142	69.60974027	51.08831169	60.5547619	35.75974026	154.5659091
APOL4	2.583333334	7.666666667	0.666666667	7.285714286	0.666666667	8.000000001
APOL5	0	0	0	0	0	0
APOL6	250.083854	114.540255	119.9319313	114.2968114	68.93412151	97.35395058
APOLD1	33	2.111111111	2.487179487	1.125	2.622222222	2.685714286
APOM	170.9478842	30.63263028	25.73420696	23.89501223	17.13241394	32.72989333
APOO	14.33333333	19.33333334	24	24.33333333	11.66666667	55.33333334
APOOL	200.1115985	77.87137112	148.0538111	73.87463925	47.36683029	52.23718876
APP	1782	617	809	647	350	612
APPBP2	25	7	11	2	1	6
APPL1	532	430	598	393	249.1	330
APPL2	145.8820879	15.46483048	17.82161275	12.53951358	10.30463378	18.77359235
APRT	2029	2643	1550	1079	1188	1211
APTX	162.3333333	163.0833333	170.8333333	126.2	83	119.3666667
AQP1	16	0	2	0	1	0
AQP10	0	0	0	0	0	0
AQP11	31	5	9	6	2	7
AQP12A	0	0	0	0	0	0
AQP12B	140.8214987	54.3802749	52.49068114	33.4967095	24.91669343	23.97127585
AQP2	50.34328155	19.78902291	13.7009696	13.14715349	16.7045621	19.4926214
AQP3	2	3	0	0	0	0
AQP4	16.21904762	6.8	8.833333333	6.619047619	6.383333333	4.6
AQP5	1	2	2	5	0	10
AQP6	0	0.142857142	0.452380952	0.142857143	0	0.214285714
AQP7	0	0	0	0	0	0
AQP7P1	0	0	0	0	0	0
AQP7P3	28.6478076	7.86062618	13.94828553	10.32625795	4.657787005	9.794277896
AQP8	0	0	0	0	0	0
AQP9	0	0	0	0	0	0
AQPEP	1	0	0	0	0	2
AQR	33.57832587	37.85178719	39.28530198	19.73299594	16.58732335	23.92032731
AR	41.2	19	8	4	5	20.33333333
ARAF	90.82957853	43.78593227	36.84795876	26.96023284	26.79186184	20.30503735
ARAP1	833.4745532	418	465.3666667	388.1428571	239	310.3452381
ARAP2	0	1	1	1	2	0
ARAP3	119.8316435	84.23133778	117.8633075	86.04490909	59.7351653	112.9240801
ARC	18.13783745	14.93647602	14.09810996	21.81113308	9.905416531	19.74587108
ARCN1	143.0892917	90.73772323	120.0503697	86.79893048	42.29877918	54.40802221
AREG	87.86269343	34.27406073	43.67490601	29.955611	22.81233379	22.54371215
ARF1	252.8	67.6	67.2	50	37.2	61.6
ARF3	2652.844343	2157.842003	1697.538889	1403.455556	934.6324786	1161.530556
ARF4	674.3749085	132.5666667	111.7333333	106.1666667	54.04761905	76.71428572
ARF5	378	194	240	154	104	262
ARF6	310	71	58	52	28	37
ARFGAP1	78	37	47	40	16	45
ARFGAP2	36.16400872	18.51437243	26.98094357	17.13824017	4.451353719	15.77057902
ARFGAP3	121.7142857	23.66666667	32.9047619	18.33333333	20.01904762	22.45238095
ARFGEF1	354.5	516.5	620	371	248	309
ARFGEF2	100.5	45.5	52	25	27	27
ARFIP1	49	30	27	24	15	23
ARFIP2	35.74829196	22.02031775	19.14690131	15.096548	19.04668274	19.57511449
ARFRP1	36.66666667	18.66666667	19.5	18.90476191	6.666666667	13.5
ARG1	0	0	0	0	1	1
ARG2	44	165	153	151	75	176
ARGFX	77.26877519	45.10767518	41.6502413	32.54389296	36.45410839	43.27616702
ARGFXP2	0	0	0.125	0	0	0
ARGLU1	95.57615938	93.04935066	80.11137405	75.38563512	50.73202486	72.88180888
ARHGAP1	288.5722926	79.19686688	78.19152495	72.63866699	52.26272199	167.2304298
ARHGAP10	217.9761905	72.16666667	122.2	45.25	33.41666667	21
ARHGAP11A	312.6666666	560.3333333	512	414.5833333	210.6666667	381.6666667
ARHGAP11B	468.0846028	186.2739344	210.5238998	168.69506	160.2107149	188.3186217
ARHGAP12	90	97	106	79	44	50
ARHGAP15	2.111111111	1.111111111	2	0.111111111	0.071428571	0
ARHGAP17	219	151	143	115	60	80
ARHGAP18	239	43	49	42	28	26
ARHGAP19	7.5	26	26	18	19	23
ARHGAP20	68.25	26.25	32.5	48.03333333	24.5	3
ARHGAP21	109.25	37.86666667	61.66666667	26	14.2	27.66666667
ARHGAP22	106.8834805	33.36094088	45.71597934	35.12609162	31.67562071	21.82695947
ARHGAP23	167	62	87	84	47	40
ARHGAP24	99.33333333	15.33333333	14.66666667	4.333333333	10.33333333	6.333333333
ARHGAP25	106.363695	75.83781103	106.1472983	58.8649994	50.36748419	95.01351688
ARHGAP26	104.1516743	79.11693902	110.5206796	75.40853088	49.61861246	51.50396208
